,app名称,日期,平台,达人名称,达人id,星广任务id,素材标签,书名称,素材md5,素材名称,素材id,素材url,ai素材分类,素材投放日期,素材上传日期,素材类型,消耗,投放激活数,ecpm,实际付费率,实际付费成本,付费收入占比,1日roi,3日roi,7日roi,14日roi,30日roi,累计30日roi,次留率,3日留存率,7日留存率,14日留存率,性别分布,年龄分布,男性用户占比,18以上用户占比,视频3秒播放率,点击率,投放激活成本,激活率,注册率,注册成本,关键行为率,关键行为成本,实际付费成本,实际付费率,素材消耗,含素材消耗,含素材1日roi,含素材3日roi,含素材7日roi,含素材14日roi,含素材30日roi
FALSE,点点穿书-ios,20260410至20260416,头条,ヤ⒄依纞╄→伱,,"	7540281647166717995","头条,星广,7540281647166717995,ヤ⒄依纞╄→伱",总,8da3a3d91eb68cdcf46292fc1b137533,#点点穿书#互动小说#小说,"	7621828691597967375",https://douyin.com/video/7621828677261130082,声优类,2026-03-31,,竖版视频,1025.23,106,16.64,9.43%,102.52,61.59%,13.17%,24.59%,67.90%,0%,0%,24.19%,30.21%,15.73%,0.00%,0%,"男:63,女:41,未知:2","12岁以下:0,12-18岁:23,18-25岁:69,25-40岁:12,40岁以上:0,未知:2",59.43%,76.42%,28.59%,0.80%,9.67,19.55%,8.33%,128.15,6.25%,170.87,102.52,9.43%,,1025.23,13.17%,24.59%,67.90%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,指尖情报社,,"	7617807228334227502","头条,星广,7617807228334227502,指尖情报社",总,69c9f8ebd3ad680a5fe4542edd482a95,"和师徒一起搞事情反套路拉满 #点点穿书 #以下犯上误惹病娇徒儿白月光","	7619933843249938458",https://douyin.com/video/7619933917503589641,真人类,2026-03-23,,竖版视频,1024.45,156,237.69,8.97%,73.17,45.80%,27.74%,41.15%,31.48%,0%,0%,47.17%,28.21%,15.38%,0.00%,0%,"男:30,女:118,未知:8","12岁以下:0,12-18岁:56,18-25岁:83,25-40岁:5,40岁以上:1,未知:11",19.23%,57.05%,4.99%,6.89%,6.57,46.46%,11.59%,64.03,8.70%,85.37,73.17,8.97%,,1024.45,27.74%,41.15%,31.48%,0%,0%
FALSE,点点穿书,20260410至20260416,百度,,,,,总,8346194a9d07a9b3e9d8d08692982334,AIMax-verticalVideo-9_16-0324-multi_fc83e22c0d974cc9aa4b24221910bdec_0_2_3_1_4_5_9166103257_9166216123.mp4,11012938561,http://nadvideo2.baidu.com/8346194a9d07a9b3e9d8d08692982334_720_1280.mp4,,2026-03-25,,竖版视频,1016.79,49,54.51,22.45%,92.44,58.14%,7.58%,11.90%,6.86%,0%,0%,12.56%,20.83%,2.08%,0.00%,0%,"男:13,女:35,未知:4","12岁以下:0,12-18岁:22,18-25岁:24,25-40岁:1,40岁以上:0,未知:4",26.53%,51.02%,0.00%,2.82%,20.75,3.99%,80.95%,59.81,0.00%,0,92.44,22.45%,,1016.79,7.58%,11.90%,6.86%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,fb5c12936f0954dde779faa510428658,被病娇侵占后-20260209-谷佳鑫-朱时皓-7,"	5188991384304574394",http://hwmov.a.kwimgs.com/upic/2026/02/10/15/BMjAyNjAyMTAxNTAzMjRfNTI2ODc0MDAyOF8xODc0MzQ3OTY2ODBfMF8z_b_Bc46d83fa2eba5b8a3849171ae5f4768c.mp4?tag=1-1773705189-unknown-0-jgp7bxyncj-60ac373cf9d5e76a&type=hot&clientCacheKey=3x5bjcybg48szm2_b.mp4&tt=b&di=276628c4&bp=10000,,2026-02-10,,竖版视频,956.37,223,5.77,3.59%,119.55,34.58%,24.31%,33.10%,7.66%,0%,0%,34.41%,22.90%,8.91%,0.00%,0%,"男:25,女:193,未知:5","12岁以下:0,12-18岁:101,18-25岁:105,25-40岁:3,40岁以上:3,未知:11",11.21%,49.78%,0.00%,0.59%,4.29,18.88%,23.66%,21.74,9.14%,56.26,119.55,3.59%,,956.37,24.31%,33.10%,7.66%,0%,0%
FALSE,点点穿书,20260410至20260416,百度,,,,"原始,HYYLQZLQZ,百度,快手,郭振强,录屏,新visualnv,JB250401孙欣仪45587,广点通,头条,兼职剪辑,XG达人素材,溢价",总,2120a19aff7b340fb55c7476869fa9d1,250420回三看看详情,4216224208,https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/21/2120a19aff7b340fb55c7476869fa9d1.mp4,解说类,2026-02-14,2025-04-21,竖版视频,955.99,510,3.3,0.00%,0,0.00%,31.62%,54.70%,92.28%,0%,0%,53.78%,23.97%,9.32%,3.45%,0%,"男:99,女:392,未知:19","12岁以下:0,12-18岁:303,18-25岁:174,25-40岁:7,40岁以上:6,未知:20",19.41%,36.67%,0.00%,0.68%,1.87,1.68%,127.27%,22.76,0.00%,0,0,0.00%,,955.99,31.62%,54.70%,92.28%,0%,0%
FALSE,点点穿书-ios,20260410至20260416,头条,小熊软糖,,"	7540281647166717995","头条,星广,7540281647166717995,小熊软糖",总,76b66f0bfcc0953c8e61e6609a21201e,点点穿书#《电竞万人迷：别叫哥哥，叫老公》#点点穿书,"	7611570410014654527",https://douyin.com/video/7611570480030518513,解说类,2026-03-01,,竖版视频,955.92,48,37.39,29.17%,68.28,67.27%,9.54%,12.50%,16.17%,0%,0%,15.62%,35.00%,25.81%,0.00%,0%,"男:6,女:37,未知:5","12岁以下:0,12-18岁:3,18-25岁:39,25-40岁:3,40岁以上:0,未知:3",12.50%,87.50%,50.16%,1.87%,19.92,9.41%,22.22%,95.59,17.78%,119.49,68.28,29.17%,,955.92,9.54%,12.50%,16.17%,0%,0%
FALSE,点点穿书,20260410至20260416,"快手,百度",,,,"剧情开头选择,窦馨怡,优量汇过,种子户过,百度,录屏,0912广点通,实习,头条,JB混剪,WRYMYZMYZ,快手,内广过,广点通,高消耗,通用女频",总,167f557f616f17ebc7d2fcccf929681c,240118回三宛宛类卿混,"	5224175737555844087",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/16/167f557f616f17ebc7d2fcccf929681c.mp4,营销号类,2024-01-18,2024-01-18,竖版视频,945.36,241,3.5,4.98%,78.78,41.44%,19.76%,34.98%,61.81%,0%,0%,40.73%,24.32%,10.29%,0.00%,0%,"男:18,女:211,未知:12","12岁以下:0,12-18岁:102,18-25岁:117,25-40岁:4,40岁以上:1,未知:17",7.47%,50.62%,0.00%,1.31%,3.92,5.33%,26.46%,18.91,11.11%,45.02,78.78,4.98%,,945.36,19.76%,34.98%,61.81%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,纯情瓜六营销号,,"	7478976103307116553","头条,星广,7478976103307116553,纯情瓜六营销号",总,341c96f62dc4636b7116185748f7c928,"我穿书了怎么办 #点点穿书 #恋爱 #文游","	7517115563400691727",https://douyin.com/video/7517115559282412858,营销号类,2025-06-20,,竖版视频,940.64,167,17.29,13.17%,42.76,79.23%,37.36%,41.22%,23.22%,0%,0%,43.26%,16.56%,5.38%,4.00%,0%,"男:42,女:120,未知:5","12岁以下:0,12-18岁:60,18-25岁:84,25-40岁:15,40岁以上:0,未知:8",25.15%,59.28%,71.79%,3.93%,5.63,7.07%,14.57%,42.76,13.25%,47.03,42.76,13.17%,,940.64,37.36%,41.22%,23.22%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,94f2d32736d8a6c91d7286e7cfa0179c,殿上欢-20260129-谷佳鑫-张超群-1,"	5229242305838256121",http://txmov2.a.kwimgs.com/upic/2026/01/30/17/BMjAyNjAxMzAxNzI1MDlfNTI2ODc0MDAyOF8xODYzNjYxNDMzMzVfMF8z_b_B571b214709808dc689efc18c3521d9a1.mp4?tag=1-1772408260-unknown-0-qm49ialltf-b58c387e772dc7dc&type=hot&clientCacheKey=3xwfq78br6rx67m_b.mp4&tt=b&di=276628c4&bp=10000,,2026-01-30,,竖版视频,926.74,178,3.61,10.11%,51.49,55.45%,27.36%,48.06%,29.08%,0%,0%,49.35%,24.71%,11.31%,3.70%,0%,"男:20,女:148,未知:10","12岁以下:0,12-18岁:64,18-25岁:97,25-40岁:2,40岁以上:0,未知:15",11.24%,55.62%,0.00%,0.41%,5.21,12.25%,36.15%,19.72,20.77%,34.32,51.49,10.11%,,926.74,27.36%,48.06%,29.08%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,,总,42592c56dc5e9762617ee34255516199,0203-点点穿书-通用-雷娜-杨子莹--2,"	7603202636515917833",https://ad.oceanengine.com/pages/video-player-safe/index.html?code=v02033g10000d620172ljhtb1e8j2mq0,,2026-02-06,,竖版视频,906.56,186,30.79,10.22%,47.71,51.02%,25.47%,39.78%,46.88%,0%,0%,45.67%,36.52%,23.08%,8.70%,0%,"男:30,女:137,未知:19","12岁以下:0,12-18岁:55,18-25岁:104,25-40岁:5,40岁以上:0,未知:22",16.13%,58.60%,0.27%,4.64%,4.87,11.36%,12.90%,45.33,10.97%,53.33,47.71,10.22%,,906.56,25.47%,39.78%,46.88%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"优量汇过,录屏,测试,百度,高消耗,JB230725董书铭10527,原始,新visualnv,快手跑量1017,种子户过,快手,内广过,百度1211,DSMWSRWSR,剧情互动,广点通,头条,D725,yy2006",总,5e052b6475d10ab0691178d0a2a99648,240429回五开头行行行改,"	7363271901390716938",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/5e/5e052b6475d10ab0691178d0a2a99648.mp4,营销号类,2024-04-30,2024-04-29,竖版视频,900.43,389,8.21,5.14%,45.02,43.33%,38.24%,101.99%,165.62%,0%,0%,71.56%,26.35%,11.43%,2.04%,0%,"男:58,女:322,未知:16","12岁以下:0,12-18岁:223,18-25岁:145,25-40岁:11,40岁以上:1,未知:18",14.91%,40.36%,18.77%,5.72%,2.31,2.04%,10.16%,69.26,13.28%,52.97,45.02,5.14%,,900.43,38.24%,101.99%,165.62%,0%,0%
FALSE,点点穿书-ios,20260410至20260416,头条,旺旺旺小柴,,"	7478976103307116553","头条,星广,7478976103307116553,旺旺旺小柴",总,d8b0e38e6348ceac07a2d2a89990a32d,"这么带感的殿上欢！我太喜欢啦！#点点穿书 #仙侠恋爱养成殿上欢 #殿上欢 #男女双线 #文游","	7501237336757960743",https://douyin.com/video/7501237396207832379,解说类,2025-05-06,,竖版视频,894.23,87,19.96,34.48%,29.81,83.97%,42.05%,56.47%,31.68%,0%,0%,61.09%,31.03%,23.53%,13.04%,0%,"男:11,女:76,未知:0","12岁以下:0,12-18岁:20,18-25岁:62,25-40岁:2,40岁以上:1,未知:2",12.64%,74.71%,29.10%,4.43%,10.28,3.88%,35.06%,33.12,22.08%,52.6,29.81,34.48%,,894.23,42.05%,56.47%,31.68%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,b93d095dc73c6063482f69acbc63e4a5,穿书之病娇反派都想占有我-20260213-谷佳鑫-张超群-2-快手,"	5198561532859757826",http://hwmov.a.kwimgs.com/upic/2026/02/25/13/BMjAyNjAyMjUxMzIzMjNfNTI2ODc0MDAyOF8xODg4NzI1NTIzODZfMF8z_b_B7937076fae3b66fb3eaf5109f13f5f32.mp4?tag=1-1773791595-unknown-0-humrrg17wa-93db579cb12375d3&type=hot&clientCacheKey=3x3gk5gqsmi8sjc_b.mp4&tt=b&di=276628c4&bp=10000,,2026-02-25,,竖版视频,890.41,150,4.03,13.33%,44.52,58.05%,24.34%,36.48%,25.99%,0%,0%,37.13%,30.28%,12.32%,5.26%,0%,"男:43,女:95,未知:12","12岁以下:0,12-18岁:48,18-25岁:85,25-40岁:2,40岁以上:1,未知:14",28.67%,58.67%,0.00%,0.36%,5.94,14.03%,43.24%,18.55,26.13%,30.7,44.52,13.33%,,890.41,24.34%,36.48%,25.99%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,广点通,快手,百度",,,,"跑量,二剪开头,yy1029,原始,内广过,百度,新qqhdbjhwhgg,yy2182,CYRXCCXCC,剧情互动,D417,广点通,快手跑量1017,种子户过,1016快手跑量,百度1211,头条,JB240417程语燃28746,录屏,oppo屏蔽,优量汇过,高消耗,快手",总,e38c998a7a22375fc7558ff97a9c4fce,240418回五摇尾二怜,"	7363556843945934887",http://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/e3/e38c998a7a22375fc7558ff97a9c4fce.mp4,声优类,2024-05-01,2024-04-30,竖版视频,887.39,312,3.07,4.17%,68.26,48.44%,30.64%,43.89%,58.91%,0%,0%,43.12%,23.43%,9.34%,3.13%,0%,"男:51,女:253,未知:14","12岁以下:0,12-18岁:181,18-25岁:115,25-40岁:10,40岁以上:0,未知:14",16.35%,40.06%,0.08%,0.89%,2.84,1.75%,100.00%,19.72,4.44%,443.7,68.26,4.17%,,887.39,30.64%,43.89%,58.91%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,,总,67bf2cd0aa52ab727e4421704a68de1f,"0128-点点穿书-通用-雷娜-赵文华- (17)","	7600969241098797110",https://ad.oceanengine.com/pages/video-player-safe/index.html?code=v03033g10000d5u12kaljht9uq7ls15g,,2026-01-30,,竖版视频,883.27,201,4.5,11.94%,36.8,65.22%,40.82%,84.60%,158.34%,0%,0%,77.25%,24.43%,16.56%,4.55%,0%,"男:38,女:152,未知:11","12岁以下:0,12-18岁:60,18-25岁:123,25-40岁:6,40岁以上:1,未知:11",18.91%,64.68%,3.50%,2.67%,4.39,2.46%,20.16%,33.97,13.95%,49.07,36.8,11.94%,,883.27,40.82%,84.60%,158.34%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"广点通,储备,剧情互动,D122,代码复制,录屏,yy2182,跑量,top,种子户过,快手,新gdmnq,头条,优量汇过,JB240122刘宇24530,LYYXCCXCC,百度,yy1022,高消耗,oppo屏蔽,内广过,自动版位过",总,b85a84631e7f82eb887eccee0731ce75,240123回五九五之尊批,9587913078,http://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/b8/b85a84631e7f82eb887eccee0731ce75.mp4,声优类,2024-05-15,2024-05-14,竖版视频,863,134,11.47,13.43%,47.94,45.10%,27.52%,37.63%,51.28%,0%,0%,31.78%,23.81%,21.65%,9.09%,0%,"男:19,女:111,未知:4","12岁以下:0,12-18岁:50,18-25岁:69,25-40岁:8,40岁以上:2,未知:5",14.18%,58.96%,52.76%,1.49%,6.44,8.99%,18.81%,45.42,16.83%,50.76,47.94,13.43%,,863,27.52%,37.63%,51.28%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,歪歪大傻,,"	7478976103307116553","头条,星广,7478976103307116553,歪歪大傻",总,e91a28b79398b645870e269e8a7b850a,"点点穿书，谢谢你圆了我的主角梦！#点点穿书 #小说 #po文 #穿书 #小说推荐","	7509799570362335259",https://douyin.com/video/7509799592919420194,营销号类,2025-05-30,,竖版视频,861.26,212,4.64,5.66%,71.77,44.20%,19.75%,33.37%,42.86%,0%,0%,30.70%,22.06%,12.20%,3.45%,0%,"男:59,女:141,未知:12","12岁以下:0,12-18岁:84,18-25岁:99,25-40岁:12,40岁以上:3,未知:14",27.83%,53.77%,28.69%,6.16%,4.06,1.47%,8.33%,61.52,4.76%,107.66,71.77,5.66%,,861.26,19.75%,33.37%,42.86%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,小熊猫叭叭（养成系）,,"	7478976103307116553","头条,星广,7478976103307116553,小熊猫叭叭（养成系）",总,912e411edaf9cfcea4815d464fd36576,"什么是怪物饲养员，这工作给你你干吗#点点穿书 #双男主 #成为怪物饲养员后我被疯批团宠了 #帅哥 #po文","	7509091549374300195",https://douyin.com/video/7509091537595141436,解说类,2025-05-28,,竖版视频,857.71,119,31.68,17.65%,40.84,51.07%,29.28%,46.28%,28.70%,0%,0%,38.31%,26.42%,15.05%,0.00%,0%,"男:25,女:91,未知:3","12岁以下:0,12-18岁:36,18-25岁:75,25-40岁:4,40岁以上:0,未知:4",21.01%,66.39%,55.72%,2.93%,7.21,13.49%,19.63%,40.84,17.76%,45.14,40.84,17.65%,,857.71,29.28%,46.28%,28.70%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,八芭扒叭吧营销号,,"	7478976103307116553","头条,星广,7478976103307116553,八芭扒叭吧营销号",总,b64ad916093286b7fc992a8e2773c808,全民转职召唤神魔#点点穿书#全民转职都召唤神魔了你还说召唤师弱#修仙,"	7512739153374822436",https://douyin.com/video/7512739207959776546,解说类,2025-06-07,,竖版视频,856.6,122,25.18,24.59%,28.55,76.21%,47.27%,45.80%,25.63%,0%,0%,56.49%,29.29%,20.00%,5.88%,0%,"男:84,女:37,未知:1","12岁以下:0,12-18岁:19,18-25岁:87,25-40岁:10,40岁以上:0,未知:6",68.85%,79.51%,55.29%,3.22%,7.02,10.05%,28.18%,27.63,16.36%,47.59,28.55,24.59%,,856.6,47.27%,45.80%,25.63%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手,百度",,,,"HYYLQZLQZ,二次配音,新visualnv,广点通,头条,百度,JB250522孟芫47658,原始,快手,抖音,录屏,跑量",总,30d54fd26031fa0426f850c13b4d75ae,250605回三并肩携手,8679868435,https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/30/30d54fd26031fa0426f850c13b4d75ae.mp4,营销号类,2025-06-07,2025-06-06,竖版视频,853.67,171,12.59,4.68%,106.71,39.20%,16.21%,17.63%,9.55%,0%,0%,23.43%,22.67%,8.21%,4.35%,0%,"男:111,女:51,未知:10","12岁以下:0,12-18岁:46,18-25岁:97,25-40岁:16,40岁以上:2,未知:10",64.91%,67.25%,29.90%,4.56%,4.99,4.53%,6.43%,94.85,7.86%,77.61,106.71,4.68%,,853.67,16.21%,17.63%,9.55%,0%,0%
FALSE,点点穿书-ios,20260410至20260416,头条,德福,,"	7582192822373023807","头条,星广,7582192822373023807,德福",总,e3b57282e88acf4e1f0548258f7320f9,"一起穿书末日副本#点点穿书 #穿书 #末世 #末世生存一百日","	7606348547069329423",https://douyin.com/video/7606348506228909668,真人类,2026-02-18,,竖版视频,842.46,88,32.8,29.55%,32.4,75.28%,32.78%,51.92%,27.71%,0%,0%,49.02%,39.51%,29.41%,0.00%,0%,"男:58,女:28,未知:2","12岁以下:0,12-18岁:4,18-25岁:45,25-40岁:35,40岁以上:2,未知:2",65.91%,93.18%,25.40%,1.94%,9.57,14.66%,32.88%,35.1,21.92%,52.65,32.4,29.55%,,842.46,32.78%,51.92%,27.71%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,碗面,,"	7478976103307116553","头条,星广,7478976103307116553,碗面",总,f3e026786f43844e0ee1a61e8beec9eb,"#点点穿书 #被病娇囚禁后我混成了团宠 26万人都在说好的，我必须尝一下","	7484196297579642919",https://douyin.com/video/7484196062777986363,解说类,,,竖版视频,816.14,118,25.33,15.25%,45.34,77.14%,33.83%,69.55%,110.78%,0%,0%,70.08%,32.08%,11.34%,6.67%,0%,"男:52,女:59,未知:7","12岁以下:0,12-18岁:22,18-25岁:74,25-40岁:15,40岁以上:0,未知:7",44.07%,75.42%,49.27%,2.19%,6.92,14.75%,19.23%,40.81,15.38%,51.01,45.34,15.25%,,816.14,33.83%,69.55%,110.78%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,月月官官,,"	7582192822373023807","头条,星广,7582192822373023807,月月官官",总,b22b13a9e420c49a60a331844990648e,"当的就是真千金#点点穿书 #《真千金又欲又野，撩得豪门大佬跪下哄》","	7615454602068656147",https://douyin.com/video/7615454622849561002,解说类,2026-03-11,,竖版视频,815.5,274,19.43,4.74%,62.73,47.98%,31.37%,62.03%,74.17%,0%,0%,59.67%,23.18%,13.21%,6.32%,0%,"男:34,女:228,未知:12","12岁以下:0,12-18岁:139,18-25岁:111,25-40岁:7,40岁以上:4,未知:13",12.41%,44.53%,56.01%,1.65%,2.98,33.43%,6.06%,58.25,11.69%,30.2,62.73,4.74%,,815.5,31.37%,62.03%,74.17%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,,总,df922964fc2ef60238ada8f2536a6d15,"	7602094548147896363","	7602094548147896363",https://ad.oceanengine.com/pages/video-player-safe/index.html?code=v03033g10000d6011g2ljhtbfs72c7s0,,2026-02-02,,竖版视频,808.06,212,20.79,10.38%,36.73,56.87%,33.70%,44.52%,12.63%,0%,0%,48.82%,23.47%,13.44%,7.14%,0%,"男:41,女:158,未知:13","12岁以下:0,12-18岁:84,18-25岁:103,25-40岁:11,40岁以上:0,未知:14",19.34%,53.77%,24.31%,5.20%,3.81,8.46%,15.20%,31.08,8.19%,57.72,36.73,10.38%,,808.06,33.70%,44.52%,12.63%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,广点通,快手",,,,"剧情选择,百度,跑量,JB250120孙欣仪42635,自动版位过,现代娱乐圈,HYYDXYDXY,抖音,录屏,广点通,头条,快手,原始",总,93763f71b69d951cdb692a288006a2cf,250128回三我会红,"	7464902648907448356",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/93/93763f71b69d951cdb692a288006a2cf.mp4,营销号类,2025-01-29,2025-01-28,竖版视频,797.78,140,17.11,13.57%,41.99,64.11%,31.51%,46.03%,83.71%,0%,0%,54.65%,25.86%,13.19%,3.45%,0%,"男:20,女:116,未知:4","12岁以下:0,12-18岁:45,18-25岁:86,25-40岁:5,40岁以上:0,未知:4",14.29%,65.00%,59.19%,4.73%,5.7,5.80%,14.06%,44.32,14.84%,41.99,41.99,13.57%,,797.78,31.51%,46.03%,83.71%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手,百度",,,,"JB240307苗一情26677,录屏,内广过,百度,头条,男频都市,实况解说,优量汇过,yy1022,原始,广点通,种子户过,yy2182,快手,高消耗,MYQXCCXCC,D410,百度1211,跑量,oppo屏蔽",总,8be264703c30f91c6dd46b21a6bc01db,240411回五携手并肩,9212431170,http://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/8b/8be264703c30f91c6dd46b21a6bc01db.mp4,营销号类,2024-04-12,2024-04-11,竖版视频,785.66,175,3.02,13.14%,34.16,71.02%,47.19%,98.36%,25.65%,0%,0%,84.87%,22.88%,8.82%,3.70%,0%,"男:101,女:65,未知:15","12岁以下:0,12-18岁:48,18-25岁:96,25-40岁:18,40岁以上:2,未知:16",57.71%,66.29%,10.04%,0.84%,4.49,4.89%,32.71%,22.45,21.50%,34.16,34.16,13.14%,,785.66,47.19%,98.36%,25.65%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,I’m,,"	7580203729057284132","头条,星广,7580203729057284132,I’m",总,cc33522e6ddeac50df2d049b0df5f450,"你喜欢谁的？！ #点点穿书 #小说 #漫画 #季暮舟","	7592593815279435795",https://douyin.com/video/7592593424688221482,氛围混剪类,2026-01-08,,竖版视频,784.35,80,22.75,21.25%,46.14,83.87%,27.23%,28.77%,0.03%,0%,0%,38.15%,19.30%,14.81%,0.00%,0%,"男:9,女:65,未知:6","12岁以下:0,12-18岁:15,18-25岁:55,25-40岁:3,40岁以上:0,未知:7",11.25%,72.50%,38.45%,1.73%,9.8,11.39%,26.47%,43.58,22.06%,52.29,46.14,21.25%,,784.35,27.23%,28.77%,0.03%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,幸幸运运,,"	7580203729057284132","头条,星广,7580203729057284132,幸幸运运",总,9e50e70d3cbf537a5238240544253f8b,"#点点穿书 #游戏 #小说推文 #二次元 #动漫","	7591495874767142975",https://douyin.com/video/7591495501502041354,解说类,2026-01-07,,竖版视频,761.77,92,23.29,17.39%,47.61,62.72%,22.86%,37.22%,28.06%,0%,0%,34.01%,30.00%,15.29%,4.76%,0%,"男:26,女:63,未知:3","12岁以下:0,12-18岁:19,18-25岁:65,25-40岁:3,40岁以上:1,未知:4",28.26%,75.00%,63.22%,1.53%,8.28,16.43%,19.51%,47.61,15.85%,58.6,47.61,17.39%,,761.77,22.86%,37.22%,28.06%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,夹心喵卷,,"	7478976103307116553","头条,星广,7478976103307116553,夹心喵卷",总,9b6820fa12594260bf4975e7832147e5,"高能剧情，乙游妹的天菜来了#点点穿书 #被病娇侵占后我和怪物们同居了 #乙游 #恋爱","	7512661855434604583",https://douyin.com/video/7512661906055597372,解说类,2025-06-07,,竖版视频,755.37,193,13.39,5.18%,75.54,47.42%,18.53%,38.57%,33.89%,0%,0%,35.93%,19.86%,12.50%,1.39%,0%,"男:45,女:137,未知:11","12岁以下:0,12-18岁:79,18-25岁:92,25-40岁:5,40岁以上:4,未知:13",23.32%,52.33%,61.59%,2.14%,3.91,14.23%,6.98%,62.95,10.47%,41.96,75.54,5.18%,,755.37,18.53%,38.57%,33.89%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,小废废废fei,,"	7600312889216155684","头条,星广,7600312889216155684,小废废废fei",总,904b7f7980b9282f3724e46a0491c0d6,"当我意外成为怪物收养所的饲养员… #剧情 #反转 #点点穿书 #成为怪物饲养员后我被疯批团宠了 #情感","	7607421642886070282",https://douyin.com/video/7607421795298170290,真人类,2026-02-16,,竖版视频,731.18,124,4.48,13.71%,43.01,50.28%,31.59%,51.87%,50.95%,0%,0%,54.15%,26.23%,11.21%,0.00%,0%,"男:17,女:104,未知:3","12岁以下:0,12-18岁:55,18-25岁:59,25-40岁:4,40岁以上:1,未知:5",13.71%,51.61%,6.32%,2.13%,5.9,2.88%,19.00%,38.48,14.00%,52.23,43.01,13.71%,,731.18,31.59%,51.87%,50.95%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,,总,89b01389054d039e0d4d54fb3c05e331,1.26-点点穿书-数字人-王聪-雷娜-5,"	7599940078835990555",https://ad.oceanengine.com/pages/video-player-safe/index.html?code=v02033g10000d5s6ililjht33brp5neg,,2026-02-01,,竖版视频,727.74,111,21.16,8.11%,80.86,27.85%,20.24%,35.46%,2.22%,0%,0%,37.01%,25.25%,13.33%,0.00%,0%,"男:27,女:80,未知:4","12岁以下:0,12-18岁:39,18-25岁:56,25-40岁:8,40岁以上:1,未知:7",24.32%,58.56%,54.51%,7.19%,6.56,2.83%,15.71%,66.16,21.43%,48.52,80.86,8.11%,,727.74,20.24%,35.46%,2.22%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"种子户过,LYYWSRWSR,JB240304刘宇26502,快手,跑量,D304,优量汇过,原始,广点通,录屏,剧情素材,现代娱乐圈,头条,百度,溢价,剧情十六,内广过",总,327691e286b93f8401f1dc039fc7ea35,250123回五穿越影帝影帝,"	7463181948833284147",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/32/327691e286b93f8401f1dc039fc7ea35.mp4,声优类,2025-01-24,2025-01-23,竖版视频,726.48,361,6.64,1.94%,103.78,31.62%,25.37%,48.20%,38.43%,0%,0%,50.94%,25.82%,12.26%,4.55%,0%,"男:44,女:316,未知:9","12岁以下:0,12-18岁:200,18-25岁:142,25-40岁:12,40岁以上:7,未知:10",12.19%,44.60%,10.26%,1.43%,2.01,6.21%,22.68%,33.02,9.28%,80.72,103.78,1.94%,,726.48,25.37%,48.20%,38.43%,0%,0%
