,app名称,日期,平台,达人名称,达人id,星广任务id,素材标签,书名称,素材md5,素材名称,素材id,素材url,ai素材分类,素材投放日期,素材上传日期,素材类型,消耗,投放激活数,ecpm,实际付费率,实际付费成本,付费收入占比,1日roi,3日roi,7日roi,14日roi,30日roi,累计30日roi,次留率,3日留存率,7日留存率,14日留存率,性别分布,年龄分布,男性用户占比,18以上用户占比,视频3秒播放率,点击率,投放激活成本,激活率,注册率,注册成本,关键行为率,关键行为成本,实际付费成本,实际付费率,素材消耗,含素材消耗,含素材1日roi,含素材3日roi,含素材7日roi,含素材14日roi,含素材30日roi
FALSE,点点穿书,20260410至20260416,"头条,快手",,,,"抖音,潘智峰,#殿上欢,头条,新dsh,快手,录屏,解说推荐,JB240513孟芫30051,兼职剪辑,自营剧情,ai配音解说,百度,HYYMYZMYZ,聚星,孟芫小组,原始,溢价",总,954df422b7f9af164fa5f57b42158216,260326回三全都带感,"	7621633875547652122",https://toufang-public.huixuanjiasu.com/pl_video/95/954df422b7f9af164fa5f57b42158216.mp4,解说类,2026-03-27,2026-03-26,竖版视频,408.54,81,19.17,7.41%,68.09,32.86%,23.07%,39.38%,10.29%,0%,0%,43.10%,28.75%,12.66%,0.00%,0%,"男:22,女:56,未知:3","12岁以下:0,12-18岁:31,18-25岁:42,25-40岁:2,40岁以上:0,未知:6",27.16%,54.32%,56.42%,3.66%,5.04,7.44%,15.52%,45.39,22.41%,31.43,68.09,7.41%,,408.54,23.07%,39.38%,10.29%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,"sora素材,优量汇过,JB250407何元野45824,快手,种子户过,广点通,百度,HYYMYZMYZ,新dsh,抖音,剧情素材,原始,内广过,施强混剪,头条,录屏,溢价",总,65b194fa897616be98c3acf6ba7a2976,260317回三姐姐入怀,"	7618660098571911231",https://toufang-public.huixuanjiasu.com/pl_video/65/65b194fa897616be98c3acf6ba7a2976.mp4,营销号类,2026-03-19,2026-03-18,竖版视频,405.84,161,12.76,3.11%,81.17,24.74%,19.39%,30.12%,-0.13%,0%,0%,32.47%,16.77%,7.59%,0.00%,0%,"男:23,女:115,未知:23","12岁以下:0,12-18岁:83,18-25岁:49,25-40岁:3,40岁以上:1,未知:25",14.29%,32.92%,15.74%,12.69%,2.52,0.87%,14.29%,81.17,28.57%,40.58,81.17,3.11%,,405.84,19.39%,30.12%,-0.13%,0%,0%
FALSE,点点穿书-ios,20260410至20260416,头条,旺仔小滑头,,"	7582192822373023807","头条,星广,7582192822373023807,旺仔小滑头",总,a5c755660f6eca74f23b90c004595912,#点点穿书#殿上欢全性向恋爱养成#精美立绘#大馋丫头#二次元外R,"	7592885677744242726",https://douyin.com/video/7592885719421455642,解说类,2026-01-10,,竖版视频,405.3,57,22,24.56%,28.95,81.15%,28.47%,54.48%,110.30%,0%,0%,53.23%,28.57%,11.76%,0.00%,0%,"男:15,女:41,未知:1","12岁以下:0,12-18岁:14,18-25岁:36,25-40岁:5,40岁以上:1,未知:1",26.32%,73.68%,38.79%,1.88%,7.11,14.16%,28.57%,28.95,18.37%,45.03,28.95,24.56%,,405.3,28.47%,54.48%,110.30%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,实壮学妹,,"	7617807228334227502","头条,星广,7617807228334227502,实壮学妹",总,f7c7f3c6b39c49afbaad76461e8b5f94,"#点点穿书 #误入恐怖乙游被阴湿男神囚禁 我想我的未来会更美好的对自己好一点","	7618859153290543131",https://douyin.com/video/7618859007545647860,真人类,2026-03-20,,竖版视频,405.06,78,6.21,12.82%,40.51,80.61%,31.80%,39.89%,81.56%,0%,0%,47.29%,23.08%,11.54%,20.83%,0%,"男:21,女:46,未知:11","12岁以下:0,12-18岁:22,18-25岁:40,25-40岁:2,40岁以上:0,未知:14",26.92%,53.85%,0.04%,3.67%,5.19,2.59%,16.13%,40.51,9.68%,67.51,40.51,12.82%,,405.06,31.80%,39.89%,81.56%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,菲菲GG,,"	7612952139236933674","头条,星广,7612952139236933674,菲菲GG",总,7240fe4388c3c1c2bbf6b0d1041c593e,"点点穿书不一样的小说体验#点点穿书 #殿上欢","	7626321628163309610",https://douyin.com/video/7626321636895001871,,2026-04-10,,竖版视频,404.98,115,8.35,7.83%,45,73.02%,17.55%,32.90%,0.00%,0%,0%,24.55%,29.23%,6.67%,0%,0%,"男:28,女:63,未知:24","12岁以下:0,12-18岁:16,18-25岁:53,25-40岁:13,40岁以上:9,未知:24",24.35%,65.22%,7.06%,12.27%,3.52,1.08%,14.06%,45,9.38%,67.5,45,7.83%,,404.98,17.55%,32.90%,0.00%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,巨星摸娱,,"	7478976103307116553","头条,星广,7478976103307116553,巨星摸娱",总,935d6c6303e55a4adbfd9e9c20b94ab8,"果然是沉浸式！太爽啦！ #沉浸式体验 #点点穿书 #小说","	7491134269739941938",https://douyin.com/video/7491134216239893771,解说类,2025-04-09,,竖版视频,403.89,63,22.85,22.22%,28.85,72.22%,80.01%,111.12%,113.75%,0%,0%,114.35%,30.36%,23.08%,33.33%,0%,"男:23,女:39,未知:1","12岁以下:0,12-18岁:10,18-25岁:45,25-40岁:7,40岁以上:0,未知:1",36.51%,82.54%,69.69%,1.22%,6.41,27.31%,23.73%,28.85,23.73%,28.85,28.85,22.22%,,403.89,80.01%,111.12%,113.75%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,仲夏爱吃瓜🍉,,"	7580203729057284132","头条,星广,7580203729057284132,仲夏爱吃瓜🍉",总,f2034e18566e1d8a0d6160472c92e5a3,"真棒！#点点穿书 #多线剧情","	7606252986554597427",https://douyin.com/video/7606253134083997322,声优类,2026-02-20,,竖版视频,400.8,63,126.92,6.35%,100.2,34.39%,11.53%,12.87%,1.27%,0%,0%,13.58%,24.19%,7.69%,0.00%,0%,"男:12,女:49,未知:2","12岁以下:0,12-18岁:22,18-25岁:36,25-40岁:1,40岁以上:1,未知:3",19.05%,60.32%,39.14%,4.94%,6.36,32.69%,7.84%,100.2,1.96%,400.8,100.2,6.35%,,400.8,11.53%,12.87%,1.27%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,八芭扒叭吧营销号,,"	7478976103307116553","头条,星广,7478976103307116553,八芭扒叭吧营销号",总,d60dfe811def702c364794b77efa1e60,自由度超高的团宠剧本#点点穿书#成为怪物饲养员后我被疯批团宠了#克苏鲁,"	7568006292179795977",https://douyin.com/video/7568006409536097570,营销号类,2025-11-03,,竖版视频,391.56,72,13.59,4.17%,130.52,22.74%,12.44%,19.02%,2.06%,0%,0%,18.84%,16.67%,13.24%,0.00%,0%,"男:22,女:49,未知:1","12岁以下:0,12-18岁:27,18-25岁:40,25-40岁:3,40岁以上:1,未知:1",30.56%,61.11%,55.52%,6.28%,5.44,3.65%,6.06%,97.89,6.06%,97.89,130.52,4.17%,,391.56,12.44%,19.02%,2.06%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,帅帅游游,,"	7612952139236933674","头条,星广,7612952139236933674,帅帅游游",总,30f71a51925d91f79eb6ef81ad828a44,"点点穿书不一样的小说阅读体验#点点穿书 #她的修仙手札","	7626325728489324579",https://douyin.com/video/7626325452377967872,,2026-04-10,,竖版视频,389.43,136,8.37,5.15%,55.63,69.94%,20.64%,16.56%,0.00%,0%,0%,21.62%,20.83%,17.65%,0%,0%,"男:32,女:70,未知:34","12岁以下:0,12-18岁:14,18-25岁:38,25-40岁:30,40岁以上:19,未知:35",23.53%,63.97%,11.48%,9.84%,2.86,1.09%,12.00%,64.9,10.00%,77.89,55.63,5.15%,,389.43,20.64%,16.56%,0.00%,0%,0%
FALSE,点点穿书,20260410至20260416,"快手,百度",,,,"录屏,新wjbatlxx,JB250407何元野45824,头条,快手,百度,抖音,剧情素材,施强混剪,HYYMYZMYZ,原始,跑量",总,4625e04c1cecb0fa48eccca8c1b0e1ee,250919回三雨停我不停,7727853633,http://toufang-public.huixuanjiasu.com/pl_video/46/4625e04c1cecb0fa48eccca8c1b0e1ee.mp4,声优类,2025-09-20,2025-09-19,竖版视频,389.14,70,4.53,11.43%,48.64,56.58%,62.65%,72.33%,6.74%,0%,0%,79.30%,22.86%,11.43%,0.00%,0%,"男:14,女:51,未知:5","12岁以下:0,12-18岁:20,18-25岁:40,25-40岁:4,40岁以上:1,未知:5",20.00%,64.29%,0.00%,1.15%,5.56,5.57%,40.00%,17.69,27.27%,25.94,48.64,11.43%,,389.14,62.65%,72.33%,6.74%,0%,0%
